"RECORDING_SESSION_LABEL"	"TRIAL_INDEX"	"CURRENT_FIX_DURATION"	"CURRENT_FIX_INDEX"	"CURRENT_FIX_INTEREST_AREAS"	"CURRENT_FIX_INTEREST_AREA_DATA"	"CURRENT_FIX_INTEREST_AREA_DWELL_TIME"	"CURRENT_FIX_INTEREST_AREA_FIX_COUNT"	"CURRENT_FIX_INTEREST_AREA_ID"	"CURRENT_FIX_INTEREST_AREA_INDEX"	"CURRENT_FIX_INTEREST_AREA_LABEL"	"CURRENT_FIX_INTEREST_AREA_RUN_ID"	"CURRENT_FIX_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA"	"CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL"	"CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE"	"CURRENT_FIX_REFIX_INTEREST_AREA"	"CURRENT_FIX_REFIX_PREV_INTEREST_AREA"	"CURRENT_FIX_RUN_INDEX"	"CURRENT_FIX_RUN_SIZE"	"EYE_USED"	"NEXT_FIX_INTEREST_AREAS"	"NEXT_FIX_INTEREST_AREA_DATA"	"NEXT_FIX_INTEREST_AREA_ID"	"NEXT_FIX_INTEREST_AREA_LABEL"	"NEXT_FIX_INTEREST_AREA_RUN_ID"	"NEXT_FIX_INTEREST_AREA_INDEX"	"NEXT_SAC_DIRECTION"	"NEXT_SAC_END_INTEREST_AREAS"	"NEXT_SAC_END_INTEREST_AREA_ID"	"NEXT_SAC_END_INTEREST_AREA_LABEL"	"NEXT_SAC_END_INTEREST_AREA_INDEX"	"NEXT_SAC_DURATION"	"NEXT_SAC_PEAK_VELOCITY"	"NEXT_SAC_AMPLITUDE"	"PREVIOUS_FIX_INTEREST_AREA_ID"	"TRIAL_FIXATION_TOTAL"	"Session_Name_"	"Trial_Index_"	"paragraphid"	"speechid"
"P13"	27	266	39	[ 222]	[STATIC, RECTANGLE, 1295.0, 307.0, 1317.0, 406.0]	266	1	222	222	"t"	1	Fixation: 9975 ms	222	"t"	0,21	0	1	1	1	"RIGHT"	[ 229]	[STATIC, RECTANGLE, 1437.0, 307.0, 1460.0, 406.0]	229	"h"	1	229	RIGHT	[ 229]	229	h	229	38	155,65	3,35	208	69	P13	27	16	26682
"P13"	27	255	40	[ 229]	[STATIC, RECTANGLE, 1437.0, 307.0, 1460.0, 406.0]	255	1	229	229	"h"	1	Fixation: 10279 ms	229	"h"	0,26	0	1	1	1	"RIGHT"	[ 224]	[STATIC, RECTANGLE, 1340.0, 307.0, 1355.0, 406.0]	224	"a"	1	224	LEFT	[ 223]	223	t	223	25	170,95	2,67	222	69	P13	27	16	26682
"P13"	27	219	41	[ 224]	[STATIC, RECTANGLE, 1340.0, 307.0, 1355.0, 406.0]	219	1	224	224	"a"	1	Fixation: 10559 ms	224	"a"	0,16	0	1	1	1	"RIGHT"	[ 239]	[STATIC, RECTANGLE, 1610.0, 307.0, 1625.0, 406.0]	239	"a"	1	239	RIGHT	[ 239]	239	a	239	35	283,33	5,70	229	69	P13	27	16	26682
"P13"	27	274	42	[ 239]	[STATIC, RECTANGLE, 1610.0, 307.0, 1625.0, 406.0]	274	1	239	239	"a"	1	Fixation: 10813 ms	239	"a"	0,57	0	1	1	1	"RIGHT"	[ 242]	[STATIC, RECTANGLE, 1662.0, 307.0, 1685.0, 406.0]	242	"u"	1	242	RIGHT	[ 242]	242	u	242	23	97,30	1,12	224	69	P13	27	16	26682
"P13"	27	135	43	[ 242]	[STATIC, RECTANGLE, 1662.0, 307.0, 1685.0, 406.0]	135	1	242	242	"u"	1	Fixation: 11110 ms	242	"u"	0,75	0	1	1	1	"RIGHT"	[ 172]	[STATIC, RECTANGLE, 372.0, 307.0, 395.0, 406.0]	172	"h"	1	172	LEFT	[ 173]	173	o	173	100	465,61	25,66	239	69	P13	27	16	26682
"P13"	27	101	44	[ 172]	[STATIC, RECTANGLE, 372.0, 307.0, 395.0, 406.0]	101	1	172	172	"h"	1	Fixation: 11345 ms	172	"h"	0,52	0	1	1	1	"RIGHT"	[ 165]	[STATIC, RECTANGLE, 230.0, 307.0, 245.0, 406.0]	165	"l"	1	165	LEFT	[ 165]	165	l	165	27	191,41	2,95	242	69	P13	27	16	26682
"P13"	27	268	45	[ 165]	[STATIC, RECTANGLE, 230.0, 307.0, 245.0, 406.0]	268	1	165	165	"l"	1	Fixation: 11473 ms	165	"l"	0,64	0	1	1	1	"RIGHT"	[ 176]	[STATIC, RECTANGLE, 440.0, 307.0, 462.0, 406.0]	176	"e"	1	176	RIGHT	[ 177]	177	e	177	30	286,96	4,36	172	69	P13	27	16	26682
"P13"	27	218	46	[ 176]	[STATIC, RECTANGLE, 440.0, 307.0, 462.0, 406.0]	218	1	176	176	"e"	1	Fixation: 11771 ms	176	"e"	0,73	0	1	1	1	"RIGHT"	[ 270]	[STATIC, RECTANGLE, 672.0, 406.0, 695.0, 505.0]	270	"m"	1	270	RIGHT	[ 269]	269	e	269	51	286,95	4,56	165	69	P13	27	16	26682
"P13"	27	227	47	[ 270]	[STATIC, RECTANGLE, 672.0, 406.0, 695.0, 505.0]	227	1	270	270	"m"	1	Fixation: 12040 ms	270	"m"	0,58	0	1	1	1	"RIGHT"	[ 265]	[STATIC, RECTANGLE, 582.0, 406.0, 605.0, 505.0]	265	"m"	1	265	LEFT	[ 182]	182	e	182	24	137,93	2,15	176	69	P13	27	16	26682
"P13"	27	118	48	[ 265]	[STATIC, RECTANGLE, 582.0, 406.0, 605.0, 505.0]	118	1	265	265	"m"	1	Fixation: 12291 ms	265	"m"	0,97	0	1	1	1	"RIGHT"	[ 178]	[STATIC, RECTANGLE, 485.0, 307.0, 507.0, 406.0]	178	"t"	1	178	LEFT	[ 179]	179	e	179	17	108,78	1,57	270	69	P13	27	16	26682
"P13"	27	274	49	[ 178]	[STATIC, RECTANGLE, 485.0, 307.0, 507.0, 406.0]	274	1	178	178	"t"	1	Fixation: 12426 ms	178	"t"	0,90	0	1	1	1	"RIGHT"	[ 286]	[STATIC, RECTANGLE, 942.0, 406.0, 965.0, 505.0]	286	"a"	1	286	RIGHT	[ 286]	286	a	286	48	426,06	9,49	265	69	P13	27	16	26682
"P13"	27	210	50	[ 286]	[STATIC, RECTANGLE, 942.0, 406.0, 965.0, 505.0]	210	1	286	286	"a"	1	Fixation: 12748 ms	286	"a"	0,36	0	1	1	1	"RIGHT"	[ 291]	[STATIC, RECTANGLE, 1047.0, 406.0, 1070.0, 505.0]	291	"v"	1	291	RIGHT	[ 291]	291	v	291	25	167,87	2,20	178	69	P13	27	16	26682
"P13"	27	175	51	[ 291]	[STATIC, RECTANGLE, 1047.0, 406.0, 1070.0, 505.0]	175	1	291	291	"v"	1	Fixation: 12983 ms	291	"v"	0,17	0	1	1	1	"RIGHT"	[ 298]	[STATIC, RECTANGLE, 1190.0, 406.0, 1205.0, 505.0]	298	"g"	1	298	RIGHT	[ 297]	297	o	297	50	146,50	2,97	286	69	P13	27	16	26682
"P13"	27	194	52	[ 298]	[STATIC, RECTANGLE, 1190.0, 406.0, 1205.0, 505.0]	194	1	298	298	"g"	1	Fixation: 13208 ms	298	"g"	0,02	0	1	1	1	"RIGHT"	[ 303]	[STATIC, RECTANGLE, 1280.0, 406.0, 1295.0, 505.0]	303	"l"	1	303	RIGHT	[ 303]	303	l	303	24	129,27	1,82	291	69	P13	27	16	26682
"P13"	27	193	53	[ 303]	[STATIC, RECTANGLE, 1280.0, 406.0, 1295.0, 505.0]	193	1	303	303	"l"	1	Fixation: 13426 ms	303	"l"	0,14	0	1	1	1	"RIGHT"	[ 315]	[STATIC, RECTANGLE, 1505.0, 406.0, 1520.0, 505.0]	315	"k"	1	315	RIGHT	[ 314]	314	k	314	28	262,07	4,53	298	69	P13	27	16	26682
"P13"	27	321	54	[ 315]	[STATIC, RECTANGLE, 1505.0, 406.0, 1520.0, 505.0]	321	1	315	315	"k"	1	Fixation: 13647 ms	315	"k"	0,01	0	1	1	1	"RIGHT"	[ 320]	[STATIC, RECTANGLE, 1595.0, 406.0, 1610.0, 505.0]	320	"i"	1	320	RIGHT	[ 320]	320	i	320	24	151,32	1,94	303	69	P13	27	16	26682
"P13"	27	199	55	[ 320]	[STATIC, RECTANGLE, 1595.0, 406.0, 1610.0, 505.0]	199	1	320	320	"i"	1	Fixation: 13992 ms	320	"i"	0,18	0	1	1	1	"RIGHT"	[ 322]	[STATIC, RECTANGLE, 1632.0, 406.0, 1655.0, 505.0]	322	"k"	1	322	RIGHT	[ 322]	322	k	322	13	73,92	0,96	315	69	P13	27	16	26682
"P13"	27	254	56	[ 322]	[STATIC, RECTANGLE, 1632.0, 406.0, 1655.0, 505.0]	254	1	322	322	"k"	1	Fixation: 14204 ms	322	"k"	0,31	0	1	1	1	"RIGHT"	[ 245]	[STATIC, RECTANGLE, 215.0, 406.0, 237.0, 505.0]	245	"t"	1	245	LEFT	[ 249]	249	s	249	103	469,53	26,76	320	69	P13	27	16	26682
"P13"	27	138	57	[ 245]	[STATIC, RECTANGLE, 215.0, 406.0, 237.0, 505.0]	138	1	245	245	"t"	1	Fixation: 14680 ms	245	"t"	0,11	0	1	1	1	"RIGHT"	[ 256]	[STATIC, RECTANGLE, 425.0, 406.0, 447.0, 505.0]	256	"r"	1	256	RIGHT	[ 257]	257	v	257	28	306,12	4,94	322	69	P13	27	16	26682
"P13"	27	405	58	[ 256]	[STATIC, RECTANGLE, 425.0, 406.0, 447.0, 505.0]	405	1	256	256	"r"	1	Fixation: 14846 ms	256	"r"	0,64	0	1	1	1	"RIGHT"	[ 263]	[STATIC, RECTANGLE, 545.0, 406.0, 560.0, 505.0]	263	"i"	1	263	RIGHT	[ 264]	264	g	264	27	198,21	2,72	245	69	P13	27	16	26682
"P13"	27	204	59	[ 263]	[STATIC, RECTANGLE, 545.0, 406.0, 560.0, 505.0]	204	1	263	263	"i"	1	Fixation: 15278 ms	263	"i"	0,88	0	1	1	1	"RIGHT"	[ 262]	[STATIC, RECTANGLE, 530.0, 406.0, 545.0, 505.0]	262	"l"	1	262	LEFT	[ 261]	261	e	261	21	83,15	0,95	256	69	P13	27	16	26682
"P13"	27	256	60	[ 262]	[STATIC, RECTANGLE, 530.0, 406.0, 545.0, 505.0]	256	1	262	262	"l"	1	Fixation: 15503 ms	262	"l"	0,84	0	1	1	1	"RIGHT"	[ 358]	[STATIC, RECTANGLE, 822.0, 505.0, 845.0, 577.0]	358	"a"	1	358	RIGHT	[ 358]	358	a	358	33	360,59	6,48	263	69	P13	27	16	26682
"P13"	27	189	61	[ 358]	[STATIC, RECTANGLE, 822.0, 505.0, 845.0, 577.0]	189	1	358	358	"a"	1	Fixation: 15792 ms	358	"a"	0,21	0	1	1	1	"RIGHT"	[ 364]	[STATIC, RECTANGLE, 927.0, 505.0, 950.0, 577.0]	364	"h"	2	364	RIGHT	[ 364]	364	h	364	23	179,03	2,40	262	69	P13	27	16	26682
"P13"	27	163	62	[ 364]	[STATIC, RECTANGLE, 927.0, 505.0, 950.0, 577.0]	449	2	364	364	"h"	2	Fixation: 16004 ms	364	"h"	0,27	1	0	1	1	"RIGHT"	[ 369]	[STATIC, RECTANGLE, 1010.0, 505.0, 1032.0, 577.0]	369	"e"	1	369	RIGHT	[ 369]	369	e	369	22	134,93	1,81	358	69	P13	27	16	26682
"P13"	27	145	63	[ 369]	[STATIC, RECTANGLE, 1010.0, 505.0, 1032.0, 577.0]	145	1	369	369	"e"	1	Fixation: 16189 ms	369	"e"	0,34	0	0	1	1	"RIGHT"	[ 376]	[STATIC, RECTANGLE, 1130.0, 505.0, 1145.0, 577.0]	376	"e"	1	376	RIGHT	[ 376]	376	e	376	27	151,89	2,36	364	69	P13	27	16	26682
"P13"	27	123	64	[ 376]	[STATIC, RECTANGLE, 1130.0, 505.0, 1145.0, 577.0]	123	1	376	376	"e"	1	Fixation: 16361 ms	376	"e"	0,23	0	0	1	1	"RIGHT"	[ 388]	[STATIC, RECTANGLE, 1340.0, 505.0, 1355.0, 577.0]	388	"d"	1	388	RIGHT	[ 388]	388	d	388	29	250,07	4,39	369	69	P13	27	16	26682
"P13"	27	266	65	[ 388]	[STATIC, RECTANGLE, 1340.0, 505.0, 1355.0, 577.0]	266	1	388	388	"d"	1	Fixation: 16513 ms	388	"d"	0,13	0	0	1	1	"RIGHT"	[ 400]	[STATIC, RECTANGLE, 1550.0, 505.0, 1565.0, 577.0]	400	"u"	1	400	RIGHT	[ 400]	400	u	400	33	200,03	4,19	376	69	P13	27	16	26682
"P13"	27	345	66	[ 400]	[STATIC, RECTANGLE, 1550.0, 505.0, 1565.0, 577.0]	345	1	400	400	"u"	1	Fixation: 16812 ms	400	"u"	0,13	0	0	1	1	"RIGHT"	[ 313]	[STATIC, RECTANGLE, 1467.0, 406.0, 1490.0, 505.0]	313	"i"	1	313	UP	[ 312]	312	n	312	37	140,21	2,55	388	69	P13	27	16	26682
"P13"	27	202	67	[ 313]	[STATIC, RECTANGLE, 1467.0, 406.0, 1490.0, 505.0]	202	1	313	313	"i"	1	Fixation: 17194 ms	313	"i"	0,30	0	1	1	1	"RIGHT"	[ 299]	[STATIC, RECTANGLE, 1205.0, 406.0, 1220.0, 505.0]	299	"s"	1	299	LEFT	[ 299]	299	s	299	45	242,35	5,40	400	69	P13	27	16	26682
"P13"	27	378	68	[ 299]	[STATIC, RECTANGLE, 1205.0, 406.0, 1220.0, 505.0]	378	1	299	299	"s"	1	Fixation: 17441 ms	299	"s"	0,11	0	1	1	1	"RIGHT"	[ 125]	[STATIC, RECTANGLE, 1047.0, 208.0, 1070.0, 307.0]	125	"m"	1	125	UP	[ 125]	125	m	125	41	231,98	4,96	313	69	P13	27	16	26682
"P13"	27	302	69	[ 125]	[STATIC, RECTANGLE, 1047.0, 208.0, 1070.0, 307.0]	302	1	125	125	"m"	1	Fixation: 17860 ms	125	"m"	0,16	0	1	1	1	"RIGHT"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	299	69	P13	27	16	26682
"P13"	28	251	1	[ ]	.	.	.	.	.	.	.	Fixation: 7 ms	277	"i"	1,85	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	.	[ ]	.	.	.	11	45,92	0,40	.	90	P13	28	17	26682
"P13"	28	129	2	[ ]	.	.	.	.	.	.	.	Fixation: 269 ms	276	"r"	1,48	.	.	.	.	"RIGHT"	[ 94, 350]	[STATIC, RECTANGLE, 462.0, 208.0, 485.0, 307.0]	94	"v"	1	94	LEFT	[ 94, 351]	94	v	94	61	376,68	11,28	.	90	P13	28	17	26682
"P13"	28	104	3	[ 94, 350]	[STATIC, RECTANGLE, 462.0, 208.0, 485.0, 307.0]	104	1	94	94	"v"	1	Fixation: 459 ms	94	"v"	0,39	0	0	1	1	"RIGHT"	[ ]	.	.	.	.	.	LEFT	[ ]	.	.	.	43	238,74	4,91	.	90	P13	28	17	26682
"P13"	28	258	4	[ ]	.	.	.	.	.	.	.	Fixation: 606 ms	5	"e"	1,77	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	25	130,31	1,93	94	90	P13	28	17	26682
"P13"	28	214	5	[ ]	.	.	.	.	.	.	.	Fixation: 889 ms	11	"t"	1,80	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	37	229,68	4,17	.	90	P13	28	17	26682
"P13"	28	178	6	[ ]	.	.	.	.	.	.	.	Fixation: 1140 ms	21	"r"	1,65	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	21	164,32	2,30	.	90	P13	28	17	26682
"P13"	28	217	7	[ ]	.	.	.	.	.	.	.	Fixation: 1339 ms	27	"g"	1,39	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ 36]	36	i	36	32	185,82	2,99	.	90	P13	28	17	26682
"P13"	28	190	8	[ ]	.	.	.	.	.	.	.	Fixation: 1588 ms	35	"t"	0,90	.	.	.	.	"RIGHT"	[ 49]	[STATIC, RECTANGLE, 1070.0, 136.0, 1092.0, 208.0]	49	"e"	1	49	RIGHT	[ ]	.	.	.	30	153,98	2,18	.	90	P13	28	17	26682
"P13"	28	271	9	[ 49]	[STATIC, RECTANGLE, 1070.0, 136.0, 1092.0, 208.0]	271	1	49	49	"e"	1	Fixation: 1921 ms	49	"e"	0,60	0	1	1	1	"RIGHT"	[ 52]	[STATIC, RECTANGLE, 1137.0, 136.0, 1160.0, 208.0]	52	"j"	1	52	RIGHT	[ ]	.	.	.	21	131,70	1,88	.	90	P13	28	17	26682
"P13"	28	273	10	[ 52]	[STATIC, RECTANGLE, 1137.0, 136.0, 1160.0, 208.0]	273	1	52	52	"j"	1	Fixation: 2213 ms	52	"j"	0,74	0	1	1	1	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	25	153,25	2,34	49	90	P13	28	17	26682
"P13"	28	203	11	[ ]	.	.	.	.	.	.	.	Fixation: 2511 ms	59	"e"	0,82	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	21	117,09	1,69	52	90	P13	28	17	26682
"P13"	28	166	12	[ ]	.	.	.	.	.	.	.	Fixation: 2735 ms	64	"e"	1,08	.	.	.	.	"RIGHT"	[ ]	.	.	.	.	.	RIGHT	[ ]	.	.	.	25	158,80	2,29	.	90	P13	28	17	26682
"P13"	28	263	13	[ ]	.	.	.	.	.	.	.	Fixation: 2926 ms	69	"i"	0,78	.	.	.	.	"RIGHT"	[ 9, 334]	[STATIC, RECTANGLE, 320.0, 136.0, 335.0, 208.0]	9	"g"	1	9	RIGHT	[ 76]	76	a	76	31	100,40	2,26	.	90	P13	28	17	26682
"P13"	28	121	14	[ 9, 334]	[STATIC, RECTANGLE, 320.0, 136.0, 335.0, 208.0]	121	1	9	9	"g"	1	Fixation: 3421 ms	9	"g"	0,29	0	1	1	1	"RIGHT"	[ 5, 330]	[STATIC, RECTANGLE, 260.0, 136.0, 275.0, 208.0]	5	"e"	1	5	LEFT	[ 3, 328]	3	l	3	25	118,38	1,58	.	90	P13	28	17	26682
"P13"	28	174	15	[ 5, 330]	[STATIC, RECTANGLE, 260.0, 136.0, 275.0, 208.0]	174	1	5	5	"e"	1	Fixation: 3567 ms	5	"e"	0,32	0	1	1	1	"RIGHT"	[ 15]	[STATIC, RECTANGLE, 425.0, 136.0, 440.0, 208.0]	15	"s"	1	15	RIGHT	[ 15]	15	s	15	45	205,30	3,17	9	90	P13	28	17	26682
"P13"	28	250	16	[ 15]	[STATIC, RECTANGLE, 425.0, 136.0, 440.0, 208.0]	250	1	15	15	"s"	1	Fixation: 3786 ms	15	"s"	0,72	0	1	1	1	"RIGHT"	[ 97, 354]	[STATIC, RECTANGLE, 515.0, 208.0, 537.0, 307.0]	97	"e"	1	97	RIGHT	[ 98, 354]	98	b	98	27	172,03	2,39	5	90	P13	28	17	26682
"P13"	28	293	17	[ 97, 354]	[STATIC, RECTANGLE, 515.0, 208.0, 537.0, 307.0]	481	2	97	97	"e"	1	Fixation: 4063 ms	97	"e"	1,00	0	0	1	1	"RIGHT"	[ 106, 363]	[STATIC, RECTANGLE, 687.0, 208.0, 710.0, 307.0]	106	"e"	1	106	RIGHT	[ 106, 363]	106	e	106	42	184,33	3,66	15	90	P13	28	17	26682
"P13"	28	463	18	[ 106, 363]	[STATIC, RECTANGLE, 687.0, 208.0, 710.0, 307.0]	463	1	106	106	"e"	1	Fixation: 4398 ms	106	"e"	0,68	0	0	1	1	"RIGHT"	[ 110, 367]	[STATIC, RECTANGLE, 770.0, 208.0, 785.0, 307.0]	110	"u"	1	110	RIGHT	[ 110, 367]	110	u	110	21	121,72	1,64	97	90	P13	28	17	26682
"P13"	28	180	19	[ 110, 367]	[STATIC, RECTANGLE, 770.0, 208.0, 785.0, 307.0]	180	1	110	110	"u"	1	Fixation: 4882 ms	110	"u"	0,52	0	0	1	1	"RIGHT"	[ 119, 377]	[STATIC, RECTANGLE, 935.0, 208.0, 950.0, 307.0]	119	"n"	1	119	RIGHT	[ 119, 377]	119	n	119	26	238,67	3,48	106	90	P13	28	17	26682
"P13"	28	296	20	[ 119, 377]	[STATIC, RECTANGLE, 935.0, 208.0, 950.0, 307.0]	296	1	119	119	"n"	1	Fixation: 5088 ms	119	"n"	0,27	0	0	1	1	"RIGHT"	[ 122, 380]	[STATIC, RECTANGLE, 980.0, 208.0, 1002.0, 307.0]	122	"s"	1	122	RIGHT	[ 122, 381]	122	s	122	19	91,83	1,34	110	90	P13	28	17	26682
"P13"	28	218	21	[ 122, 380]	[STATIC, RECTANGLE, 980.0, 208.0, 1002.0, 307.0]	218	1	122	122	"s"	1	Fixation: 5403 ms	122	"s"	0,11	0	0	1	1	"RIGHT"	[ 127, 385]	[STATIC, RECTANGLE, 1077.0, 208.0, 1100.0, 307.0]	127	"e"	1	127	RIGHT	[ 127, 386]	127	e	127	32	104,03	2,36	119	90	P13	28	17	26682
"P13"	28	478	22	[ 127, 385]	[STATIC, RECTANGLE, 1077.0, 208.0, 1100.0, 307.0]	478	1	127	127	"e"	1	Fixation: 5653 ms	127	"e"	0,30	0	0	1	1	"RIGHT"	[ 131, 390]	[STATIC, RECTANGLE, 1160.0, 208.0, 1175.0, 307.0]	131	"c"	1	131	RIGHT	[ 131, 390]	131	c	131	20	128,88	1,79	122	90	P13	28	17	26682
"P13"	28	244	23	[ 131, 390]	[STATIC, RECTANGLE, 1160.0, 208.0, 1175.0, 307.0]	244	1	131	131	"c"	1	Fixation: 6151 ms	131	"c"	0,04	0	0	1	1	"RIGHT"	[ 144]	[STATIC, RECTANGLE, 1385.0, 208.0, 1400.0, 307.0]	144	"g"	1	144	RIGHT	[ 144]	144	g	144	40	190,70	4,70	127	90	P13	28	17	26682
"P13"	28	255	24	[ 144]	[STATIC, RECTANGLE, 1385.0, 208.0, 1400.0, 307.0]	255	1	144	144	"g"	1	Fixation: 6435 ms	144	"g"	0,31	0	0	1	1	"RIGHT"	[ 147]	[STATIC, RECTANGLE, 1430.0, 208.0, 1445.0, 307.0]	147	"g"	1	147	RIGHT	[ 148]	148	e	148	19	85,47	1,09	131	90	P13	28	17	26682
"P13"	28	159	25	[ 147]	[STATIC, RECTANGLE, 1430.0, 208.0, 1445.0, 307.0]	159	1	147	147	"g"	1	Fixation: 6709 ms	147	"g"	0,37	0	0	1	1	"RIGHT"	[ 151]	[STATIC, RECTANGLE, 1505.0, 208.0, 1520.0, 307.0]	151	"l"	1	151	RIGHT	[ 152]	152	g	152	20	121,39	1,76	144	90	P13	28	17	26682
"P13"	28	529	26	[ 151]	[STATIC, RECTANGLE, 1505.0, 208.0, 1520.0, 307.0]	529	1	151	151	"l"	1	Fixation: 6888 ms	151	"l"	0,12	0	0	1	1	"RIGHT"	[ 155]	[STATIC, RECTANGLE, 1580.0, 208.0, 1595.0, 307.0]	155	"l"	1	155	RIGHT	[ 154]	154	l	154	19	101,46	1,39	147	90	P13	28	17	26682
"P13"	28	156	27	[ 155]	[STATIC, RECTANGLE, 1580.0, 208.0, 1595.0, 307.0]	156	1	155	155	"l"	1	Fixation: 7436 ms	155	"l"	0,37	0	0	1	1	"RIGHT"	[ 82]	[STATIC, RECTANGLE, 230.0, 208.0, 252.0, 307.0]	82	"r"	1	82	LEFT	[ 86, 342]	86	r	86	101	446,73	25,69	151	90	P13	28	17	26682
"P13"	28	277	28	[ 82]	[STATIC, RECTANGLE, 230.0, 208.0, 252.0, 307.0]	277	1	82	82	"r"	1	Fixation: 7793 ms	82	"r"	0,73	0	1	1	1	"RIGHT"	[ 96]	[STATIC, RECTANGLE, 500.0, 208.0, 515.0, 307.0]	96	"r"	1	96	RIGHT	[ 90]	90	n	90	25	240,03	2,91	155	90	P13	28	17	26682
"P13"	28	325	29	[ 96]	[STATIC, RECTANGLE, 500.0, 208.0, 515.0, 307.0]	325	1	96	96	"r"	1	Fixation: 8204 ms	96	"r"	0,96	0	1	1	1	"RIGHT"	[ 181]	[STATIC, RECTANGLE, 612.0, 307.0, 635.0, 406.0]	181	"p"	1	181	RIGHT	[ 181]	181	p	181	24	132,98	2,06	82	90	P13	28	17	26682
"P13"	28	314	30	[ 181]	[STATIC, RECTANGLE, 612.0, 307.0, 635.0, 406.0]	549	2	181	181	"p"	1	Fixation: 8553 ms	181	"p"	0,80	0	0	1	1	"RIGHT"	[ 176]	[STATIC, RECTANGLE, 515.0, 307.0, 537.0, 406.0]	176	"g"	1	176	LEFT	[ 176]	176	g	176	47	177,13	2,46	96	90	P13	28	17	26682
"P13"	28	274	31	[ 176]	[STATIC, RECTANGLE, 515.0, 307.0, 537.0, 406.0]	274	1	176	176	"g"	1	Fixation: 8914 ms	176	"g"	1,04	0	1	1	1	"RIGHT"	[ 174]	[STATIC, RECTANGLE, 477.0, 307.0, 500.0, 406.0]	174	"j"	1	174	LEFT	[ 173]	173	n	173	23	74,63	1,07	181	90	P13	28	17	26682
"P13"	28	481	32	[ 174]	[STATIC, RECTANGLE, 477.0, 307.0, 500.0, 406.0]	687	2	174	174	"j"	1	Fixation: 9211 ms	174	"j"	0,93	0	1	1	1	"RIGHT"	[ 177]	[STATIC, RECTANGLE, 537.0, 307.0, 560.0, 406.0]	177	"t"	1	177	RIGHT	[ 178]	178	r	178	24	118,82	1,38	176	90	P13	28	17	26682
"P13"	28	218	33	[ 177]	[STATIC, RECTANGLE, 537.0, 307.0, 560.0, 406.0]	218	1	177	177	"t"	1	Fixation: 9716 ms	177	"t"	1,00	0	1	1	1	"RIGHT"	[ 97]	[STATIC, RECTANGLE, 515.0, 208.0, 537.0, 307.0]	97	"e"	2	97	LEFT	[ 175]	175	e	175	14	66,11	0,80	174	90	P13	28	17	26682
"P13"	28	188	34	[ 97]	[STATIC, RECTANGLE, 515.0, 208.0, 537.0, 307.0]	481	2	97	97	"e"	2	Fixation: 9948 ms	97	"e"	1,01	17	1	1	1	"RIGHT"	[ 181]	[STATIC, RECTANGLE, 612.0, 307.0, 635.0, 406.0]	181	"p"	2	181	RIGHT	[ 181]	181	p	181	24	173,41	2,33	177	90	P13	28	17	26682
"P13"	28	235	35	[ 181]	[STATIC, RECTANGLE, 612.0, 307.0, 635.0, 406.0]	549	2	181	181	"p"	2	Fixation: 10160 ms	181	"p"	0,80	30	0	1	1	"RIGHT"	[ 186]	[STATIC, RECTANGLE, 710.0, 307.0, 725.0, 406.0]	186	"d"	1	186	RIGHT	[ 186]	186	d	186	22	154,24	2,07	97	90	P13	28	17	26682
"P13"	28	189	36	[ 186]	[STATIC, RECTANGLE, 710.0, 307.0, 725.0, 406.0]	189	1	186	186	"d"	1	Fixation: 10417 ms	186	"d"	0,60	0	0	1	1	"RIGHT"	[ 194]	[STATIC, RECTANGLE, 867.0, 307.0, 890.0, 406.0]	194	"t"	1	194	RIGHT	[ 195]	195	a	195	40	196,70	3,86	181	90	P13	28	17	26682
"P13"	28	275	37	[ 194]	[STATIC, RECTANGLE, 867.0, 307.0, 890.0, 406.0]	460	2	194	194	"t"	1	Fixation: 10646 ms	194	"t"	0,30	0	0	1	1	"RIGHT"	[ 199]	[STATIC, RECTANGLE, 965.0, 307.0, 987.0, 406.0]	199	"e"	1	199	RIGHT	[ 199]	199	e	199	22	138,71	2,03	186	90	P13	28	17	26682
"P13"	28	324	38	[ 199]	[STATIC, RECTANGLE, 965.0, 307.0, 987.0, 406.0]	766	2	199	199	"e"	1	Fixation: 10943 ms	199	"e"	0,14	0	0	1	1	"RIGHT"	[ 202]	[STATIC, RECTANGLE, 1025.0, 307.0, 1040.0, 406.0]	202	"l"	1	202	RIGHT	[ 203]	203	g	203	19	92,42	1,30	194	90	P13	28	17	26682
